Line Item Id,Live or Test,Payment Id,Purchases ID,Sales ID,Payment method,Created Date,Payment Status,Failure reason,Sales state,Refund ID,Refund reason,Refund state,Total,Description,Email,First name,Last name,Phone,Item name,Quantity,Special instructions,Tx state reason code,Unit price,Update on next display,Update time,Valid from,Modified by
531,FlurryLive,PAY-XXX,231,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Rose,Rina,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
532,FlurryLive,PAY-XXX,231,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Sam,Sean,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
533,FlurryLive,PAY-XXX,232,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Teresa,Tammy,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
534,FlurryLive,PAY-XXX,232,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Victor,Vince,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
535,FlurryLive,PAY-XXX,233,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,173.75,2018 Flurry Tickets Purchase,XXXX,Wanda,Whitney,XXXX,"FULL FESTIVAL Senior, Non-refundable",2,,,85,FALSE,,2/9/2018,Query PayPal
536,FlurryLive,PAY-XXX,233,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,173.75,2018 Flurry Tickets Purchase,XXXX,Alex,Alberto,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
537,FlurryLive,PAY-XXX,234,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Bonnie,Beryl,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
538,FlurryLive,PAY-XXX,234,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Colin,Chris,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
539,FlurryLive,PAY-XXX,234,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Danielle,Debby,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
540,FlurryLive,PAY-XXX,235,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Earl,Ernesto,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
541,FlurryLive,PAY-XXX,235,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Fiona,Florence,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
542,FlurryLive,PAY-XXX,236,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,31.75,2018 Flurry Ticket Purchase,XXXX,Gaston,Gordon,XXXX,"SATURDAY DAY Senior, Non-refundable",1,,,28,FALSE,,2/9/2018,Query PayPal
543,FlurryLive,PAY-XXX,236,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,31.75,2018 Flurry Ticket Purchase,XXXX,Hermine,Helene,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
544,FlurryLive,PAY-XXX,237,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Ian,Isaac,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
545,FlurryLive,PAY-XXX,237,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Julia,Joyce,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
546,FlurryLive,PAY-XXX,238,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Karl,Kirk,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
547,FlurryLive,PAY-XXX,238,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Lisa,Leslie,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
548,FlurryLive,PAY-XXX,238,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Martin,Michael,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
549,FlurryLive,PAY-XXX,239,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Nicole,Nadine,XXXX,"FULL FESTIVAL Adult, Non-refundable",2,,,95,FALSE,,2/9/2018,Query PayPal
550,FlurryLive,PAY-XXX,239,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Owen,Oscar,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
551,FlurryLive,PAY-XXX,240,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Paula,Patty,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
552,FlurryLive,PAY-XXX,240,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Richard,Rafael,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
553,FlurryLive,PAY-XXX,241,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Shary,Sara,XXXX,"FULL FESTIVAL Adult, Non-refundable",2,,,95,FALSE,,2/9/2018,Query PayPal
554,FlurryLive,PAY-XXX,241,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Tobias,Tony,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
555,FlurryLive,PAY-XXX,242,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Virginie,Valerie,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
556,FlurryLive,PAY-XXX,242,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Walter,William,XXXX,"FULL FESTIVAL Military, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
557,FlurryLive,PAY-XXX,242,XXX,INSTANT_TRANSFER,1/2/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Arlene,Arthur,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
558,FlurryLive,PAY-XXX,243,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Bret,Bertha,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
559,FlurryLive,PAY-XXX,243,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Cindy,Cristobal,XXXX,"FULL FESTIVAL Student, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
560,FlurryLive,PAY-XXX,243,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Don,Dolly,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
561,FlurryLive,PAY-XXX,244,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Emily,Edouard,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
562,FlurryLive,PAY-XXX,244,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Franklin,Fay,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
563,FlurryLive,PAY-XXX,244,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Gert,Gonzalo,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
564,FlurryLive,PAY-XXX,245,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Harvey,Hanna,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
565,FlurryLive,PAY-XXX,245,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Irma,Isaias,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
566,FlurryLive,PAY-XXX,246,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Jose,Josephine,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
567,FlurryLive,PAY-XXX,246,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Katia,Kyle,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
568,FlurryLive,PAY-XXX,247,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,31.75,2018 Flurry Ticket Purchase,XXXX,Lee,Laura,XXXX,"SATURDAY DAY Senior, Non-refundable",1,,,28,FALSE,,2/9/2018,Query PayPal
569,FlurryLive,PAY-XXX,247,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,31.75,2018 Flurry Ticket Purchase,XXXX,Maria,Marco,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
570,FlurryLive,PAY-XXX,248,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Nate,Nana,XXXX,"FULL FESTIVAL Adult, Non-refundable",2,,,95,FALSE,,2/9/2018,Query PayPal
571,FlurryLive,PAY-XXX,248,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Ophelia,Omar,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
572,FlurryLive,PAY-XXX,249,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Philippe,Paulette,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
573,FlurryLive,PAY-XXX,249,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Rina,Rene,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
574,FlurryLive,PAY-XXX,250,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,383.75,2018 Flurry Tickets Purchase,XXXX,Sean,Sally,XXXX,"FULL FESTIVAL Adult, Non-refundable",4,,,95,FALSE,,2/9/2018,Query PayPal
575,FlurryLive,PAY-XXX,250,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,383.75,2018 Flurry Tickets Purchase,XXXX,Tammy,Teddy,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
576,FlurryLive,PAY-XXX,251,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Vince,Vicky,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
577,FlurryLive,PAY-XXX,251,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Whitney,Wilfred,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
578,FlurryLive,PAY-XXX,252,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Alberto,Ana,XXXX,"FULL FESTIVAL Student, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
579,FlurryLive,PAY-XXX,252,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Beryl,Bill,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
580,FlurryLive,PAY-XXX,253,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,113.75,2018 Flurry Ticket Purchase,XXXX,Chris,Claudette,XXXX,"FULL FESTIVAL DFO Member, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
581,FlurryLive,PAY-XXX,253,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,113.75,2018 Flurry Ticket Purchase,XXXX,Debby,Danny,XXXX,DFO Individual Membership Dues,1,,,25,FALSE,,2/9/2018,Query PayPal
582,FlurryLive,PAY-XXX,253,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,113.75,2018 Flurry Ticket Purchase,XXXX,Ernesto,Elsa,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
583,FlurryLive,PAY-XXX,254,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Florence,Fred,XXXX,"FULL FESTIVAL Student, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
584,FlurryLive,PAY-XXX,254,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Gordon,Grace,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
585,FlurryLive,PAY-XXX,255,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,103.75,2018 Flurry Tickets Purchase,XXXX,Helene,Henri,XXXX,"ALL SATURDAY Teen, Non-refundable",2,,,30,FALSE,,2/9/2018,Query PayPal
586,FlurryLive,PAY-XXX,255,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,103.75,2018 Flurry Tickets Purchase,XXXX,Isaac,Ida,XXXX,"ALL SUNDAY Teen, Non-refundable",2,,,20,FALSE,,2/9/2018,Query PayPal
587,FlurryLive,PAY-XXX,255,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,103.75,2018 Flurry Tickets Purchase,XXXX,Joyce,Julian,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
588,FlurryLive,PAY-XXX,256,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Kirk,Kate,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
589,FlurryLive,PAY-XXX,256,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Leslie,Larry,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
590,FlurryLive,PAY-XXX,257,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Michael,Mindy,XXXX,"FULL FESTIVAL Student, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
591,FlurryLive,PAY-XXX,257,XXX,INSTANT_TRANSFER,1/3/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Nadine,Nicholas,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
592,FlurryLive,PAY-XXX,258,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Oscar,Odette,XXXX,"FULL FESTIVAL Adult, Non-refundable",2,,,95,FALSE,,2/9/2018,Query PayPal
593,FlurryLive,PAY-XXX,258,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Patty,Peter,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
594,FlurryLive,PAY-XXX,259,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Rafael,Rose,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
595,FlurryLive,PAY-XXX,259,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Sara,Sam,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
596,FlurryLive,PAY-XXX,260,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Tony,Teresa,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
597,FlurryLive,PAY-XXX,260,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Valerie,Victor,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
598,FlurryLive,PAY-XXX,261,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,William,Wanda,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
599,FlurryLive,PAY-XXX,261,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Andrea,Alex,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
600,FlurryLive,PAY-XXX,262,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,33.75,2018 Flurry Tickets Purchase,XXXX,Barry,Bonnie,XXXX,"FRIDAY NIGHT Teen, Non-refundable",1,XXXX,,10,FALSE,,2/9/2018,Query PayPal
601,FlurryLive,PAY-XXX,262,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,33.75,2018 Flurry Tickets Purchase,XXXX,Chantal,Colin,XXXX,"ALL SUNDAY Teen, Non-refundable",1,XXXX,,20,FALSE,,2/9/2018,Query PayPal
602,FlurryLive,PAY-XXX,262,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,33.75,2018 Flurry Tickets Purchase,XXXX,Dorian,Danielle,XXXX,Service Fee,1,XXXX,,3.75,FALSE,,2/9/2018,Query PayPal
603,FlurryLive,PAY-XXX,263,XXX,INSTANT_TRANSFER,1/4/2018,approved,,refunded,XXX,,completed,173.75,2018 Flurry Tickets Purchase,XXXX,Erin,Earl,XXXX,"FULL FESTIVAL Senior, Non-refundable",2,XXXX,,85,FALSE,,2/9/2018,Query PayPal
604,FlurryLive,PAY-XXX,263,XXX,INSTANT_TRANSFER,1/4/2018,approved,,refunded,XXX,,completed,173.75,2018 Flurry Tickets Purchase,XXXX,Fernand,Fiona,XXXX,Service Fee,1,XXXX,,3.75,FALSE,,2/9/2018,Query PayPal
605,FlurryLive,PAY-XXX,264,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Gabrielle,Gaston,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,XXXX,,95,FALSE,,2/9/2018,Query PayPal
606,FlurryLive,PAY-XXX,264,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Humberto,Hermine,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,XXXX,,85,FALSE,,2/9/2018,Query PayPal
607,FlurryLive,PAY-XXX,264,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,183.75,2018 Flurry Tickets Purchase,XXXX,Imelda,Ian,XXXX,Service Fee,1,XXXX,,3.75,FALSE,,2/9/2018,Query PayPal
608,FlurryLive,PAY-XXX,265,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,70.75,2018 Flurry Tickets Purchase,XXXX,Jerry,Julia,XXXX,"FRIDAY NIGHT Adult, Non-refundable",1,,,28,FALSE,,2/9/2018,Query PayPal
609,FlurryLive,PAY-XXX,265,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,70.75,2018 Flurry Tickets Purchase,XXXX,Karen,Karl,XXXX,"SATURDAY DAY Adult, Non-refundable",1,,,39,FALSE,,2/9/2018,Query PayPal
610,FlurryLive,PAY-XXX,265,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,70.75,2018 Flurry Tickets Purchase,XXXX,Lorenzo,Lisa,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
611,FlurryLive,PAY-XXX,266,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Melissa,Martin,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
612,FlurryLive,PAY-XXX,266,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Nestor,Nicole,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
613,FlurryLive,PAY-XXX,267,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,106.75,2018 Flurry Tickets Purchase,XXXX,Olga,Owen,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,FALSE,,2/9/2018,Query PayPal
614,FlurryLive,PAY-XXX,267,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,106.75,2018 Flurry Tickets Purchase,XXXX,Pablo,Paula,XXXX,"FULL FESTIVAL Child, Non-refundable",1,,,8,FALSE,,2/9/2018,Query PayPal
615,FlurryLive,PAY-XXX,267,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,106.75,2018 Flurry Tickets Purchase,XXXX,Rebekah,Richard,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
616,FlurryLive,PAY-XXX,268,,,1/4/2018,created,,,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Sebastien,Shary,XXXX,"FULL FESTIVAL Adult, Non-refundable",2,,,95,,,1/4/2018,New Purchase - Purchase Summary request
617,FlurryLive,PAY-XXX,268,,,1/4/2018,created,,,,,,193.75,2018 Flurry Tickets Purchase,XXXX,Tanya,Tobias,XXXX,Service Fee,1,,,3.75,,,1/4/2018,New Purchase - Purchase Summary request
618,FlurryLive,PAY-XXX,269,,,1/3/2018,created,,,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Van,Virginie,XXXX,"FULL FESTIVAL Adult, Non-refundable",1,,,95,,,1/4/2018,New Purchase - Purchase Summary request
619,FlurryLive,PAY-XXX,269,,,1/3/2018,created,,,,,,98.75,2018 Flurry Ticket Purchase,XXXX,Wendy,Walter,XXXX,Service Fee,1,,,3.75,,,1/4/2018,New Purchase - Purchase Summary request
620,FlurryLive,PAY-XXX,270,,,1/3/2018,created,,,,,,116.75,2018 Flurry Tickets Purchase,XXXX,Arthur,Arlene,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,,,1/4/2018,New Purchase - Purchase Summary request
621,FlurryLive,PAY-XXX,270,,,1/3/2018,created,,,,,,116.75,2018 Flurry Tickets Purchase,XXXX,Bertha,Bret,XXXX,"SATURDAY DAY Senior, Non-refundable",1,,,28,,,1/4/2018,New Purchase - Purchase Summary request
622,FlurryLive,PAY-XXX,270,,,1/3/2018,created,,,,,,116.75,2018 Flurry Tickets Purchase,XXXX,Cristobal,Cindy,XXXX,Service Fee,1,,,3.75,,,1/4/2018,New Purchase - Purchase Summary request
623,FlurryLive,PAY-XXX,271,,,1/3/2018,created,,,,,,31.75,2018 Flurry Ticket Purchase,XXXX,Dolly,Don,XXXX,"SATURDAY DAY Senior, Non-refundable",1,,,28,,,1/4/2018,New Purchase - Purchase Summary request
624,FlurryLive,PAY-XXX,271,,,1/3/2018,created,,,,,,31.75,2018 Flurry Ticket Purchase,XXXX,Edouard,Emily,XXXX,Service Fee,1,,,3.75,,,1/4/2018,New Purchase - Purchase Summary request
625,FlurryLive,PAY-XXX,272,,,1/3/2018,created,,,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Fay,Franklin,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,,,1/4/2018,New Purchase - Purchase Summary request
626,FlurryLive,PAY-XXX,272,,,1/3/2018,created,,,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Gonzalo,Gert,XXXX,Service Fee,1,,,3.75,,,1/4/2018,New Purchase - Purchase Summary request
627,FlurryLive,PAY-XXX,273,,,1/3/2018,created,,,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Hanna,Harvey,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,,,1/4/2018,New Purchase - Purchase Summary request
628,FlurryLive,PAY-XXX,273,,,1/3/2018,created,,,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Isaias,Irma,XXXX,Service Fee,1,,,3.75,,,1/4/2018,New Purchase - Purchase Summary request
629,FlurryLive,PAY-XXX,274,,,1/3/2018,created,,,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Josephine,Jose,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,,,1/4/2018,New Purchase - Purchase Summary request
630,FlurryLive,PAY-XXX,274,,,1/3/2018,created,,,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Kyle,Katia,XXXX,Service Fee,1,,,3.75,,,1/4/2018,New Purchase - Purchase Summary request
631,FlurryLive,PAY-XXX,275,,,1/3/2018,created,,,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Laura,Lee,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,,,1/4/2018,New Purchase - Purchase Summary request
632,FlurryLive,PAY-XXX,275,,,1/3/2018,created,,,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Marco,Maria,XXXX,Service Fee,1,,,3.75,,,1/4/2018,New Purchase - Purchase Summary request
633,FlurryLive,PAY-XXX,276,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Nana,Nate,XXXX,"FULL FESTIVAL Senior, Non-refundable",1,,,85,FALSE,,2/9/2018,Query PayPal
634,FlurryLive,PAY-XXX,276,XXX,INSTANT_TRANSFER,1/4/2018,approved,,completed,,,,88.75,2018 Flurry Ticket Purchase,XXXX,Omar,Ophelia,XXXX,Service Fee,1,,,3.75,FALSE,,2/9/2018,Query PayPal
