Payment Id,Created Date,Payment Status,Total,Sales state,Details Summary
PaperTicket,1/22/2018,,170,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Isaac Rafael<br/>2 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,170,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Joyce Philippe<br/>2 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Kirk Peter<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,230,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Leslie Paulette<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL DFO Member<br/>1 DFO&nbsp;Supporter&nbsp; Membership Dues"
PaperTicket,1/22/2018,,110,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Michael Paula<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/22/2018,,200,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nadine Patty<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,190,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Oscar Pablo<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Adult"
PaperTicket,1/22/2018,,180,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Patty Owen<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,110,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Rafael Oscar<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/22/2018,,73,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Sara Ophelia<br/>1 ALL SATURDAY DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Tony Omar<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,190,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Valerie Olga<br/>2 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  William Odette<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,215,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Andrea Nicole<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL DFO Member<br/>1 DFO Couple/Family Membership Dues"
PaperTicket,1/22/2018,,180,completed,<br/>Purchaser Name:  Barry Nicholas<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Chantal Nestor<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Dorian Nate<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Erin Nana<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Fernand Nadine<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,100,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Gabrielle Mindy<br/>1 FULL FESTIVAL Senior<br/>1 DFO Individual/Limited Income Membership Dues
PAY-XXX,1/22/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Humberto Michael<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Imelda Melissa<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,50,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Jerry Martin<br/>1 FULL FESTIVAL Teen
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Karen Maria<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/22/2018,approved,91.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Lorenzo Marco<br/>2 SATURDAY DAY Adult
PAY-XXX,1/22/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Melissa Lorenzo<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/22/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nestor Lisa<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/22/2018,approved,296.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Olga Leslie<br/>2 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Teen<br/>1 FULL FESTIVAL Child
PAY-XXX,1/21/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Pablo Lee<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/21/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Rebekah Laura<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/21/2018,approved,248.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Sebastien Larry<br/>2 FULL FESTIVAL DFO Member<br/>1 DFO Couple/Family Membership Dues
PAY-XXX,1/21/2018,approved,248.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Tanya Kyle<br/>2 FULL FESTIVAL DFO Member<br/>1 DFO Couple/Family Membership Dues
PAY-XXX,1/21/2018,approved,128.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Van Kirk<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PAY-XXX,1/21/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Wendy Katia<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/21/2018,approved,68.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Arthur Kate<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Teen"
PAY-XXX,1/21/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Bertha Karl<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/20/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Cristobal Karen<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/20/2018,created,0,,<strong>Incomplete or refunded transaction. $113.75</strong><br/>Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Dolly Julian<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/19/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Edouard Julia<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/19/2018,created,0,,<strong>Incomplete or refunded transaction. $213.75</strong><br/>Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Fay Joyce<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/19/2018,created,0,,<strong>Incomplete or refunded transaction. $213.75</strong><br/>Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Gonzalo Josephine<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/19/2018,approved,203.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Hanna Jose<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Senior"
PAY-XXX,1/18/2018,approved,0,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Isaias Jerry<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Adult"
PAY-XXX,1/18/2018,approved,123.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Josephine Isaias<br/>1 FULL FESTIVAL Senior<br/>1 Friend of the Flurry Voluntary Donation
PAY-XXX,1/18/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Kyle Isaac<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/18/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Laura Irma<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/18/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Marco Imelda<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/18/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nana Ida<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/18/2018,approved,203.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Omar Ian<br/>2 FULL FESTIVAL Senior
PAY-XXX,1/18/2018,approved,333.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Paulette Humberto<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>3 FULL FESTIVAL Adult"
PAY-XXX,1/18/2018,approved,213.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Rene Hermine<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Student"
PAY-XXX,1/18/2018,approved,223.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Sally Henri<br/>2 FULL FESTIVAL Adult
PAY-XXX,1/18/2018,approved,113.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Teddy Helene<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Adult"
PAY-XXX,1/18/2018,approved,213.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Vicky Harvey<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PaperTicket,1/18/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Wilfred Hanna<br/>1 FULL FESTIVAL Adult
PaperTicket,1/18/2018,,110,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ana Grace<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/18/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Bill Gordon<br/>1 FULL FESTIVAL Senior
PaperTicket,1/18/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Claudette Gonzalo<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/18/2018,approved,213.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Danny Gert<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PaperTicket,1/18/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Elsa Gaston<br/>1 FULL FESTIVAL Senior
PaperTicket,1/18/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Fred Gabrielle<br/>1 FULL FESTIVAL Adult
PaperTicket,1/18/2018,,110,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Grace Fred<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/18/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Henri Franklin<br/>1 FULL FESTIVAL Adult
PaperTicket,1/18/2018,,65,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ida Florence<br/>1 FRIDAY NIGHT Senior<br/>1 ALL SATURDAY Senior
PaperTicket,1/18/2018,,190,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Julian Fiona<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Adult"
PAY-XXX,1/18/2018,approved,348.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Kate Fernand<br/>2 FULL FESTIVAL DFO Member<br/>1 DFO Couple/Family Membership Dues<br/>1 Friend of the Flurry Voluntary Donation
PaperTicket,1/18/2018,,170,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Larry Fay<br/>2 FULL FESTIVAL Senior
PaperTicket,1/18/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Mindy Ernesto<br/>1 FULL FESTIVAL Senior
PaperTicket,1/18/2018,,190,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nicholas Erin<br/>2 FULL FESTIVAL Adult
PaperTicket,1/18/2018,,180,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Odette Emily<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PaperTicket,1/18/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Peter Elsa<br/>1 FULL FESTIVAL Student
PaperTicket,1/18/2018,,418,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Rose Edouard<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Teen<br/>1 FULL FESTIVAL Child<br/>2 FULL FESTIVAL Senior"
PaperTicket,1/18/2018,,110,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Sam Earl<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/18/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Teresa Dorian<br/>1 FULL FESTIVAL Adult
PaperTicket,1/18/2018,,180,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Victor Don<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/18/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Wanda Dolly<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/17/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Alex Debby<br/>1 FULL FESTIVAL Adult
PaperTicket,1/17/2018,,170,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Bonnie Danny<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Senior"
PaperTicket,1/17/2018,,190,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Colin Danielle<br/>2 FULL FESTIVAL Adult
PaperTicket,1/17/2018,,170,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Danielle Cristobal<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Senior"
PaperTicket,1/17/2018,,125,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Earl Colin<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/17/2018,,180,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Fiona Claudette<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior"
PaperTicket,1/17/2018,,230,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Gaston Cindy<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PaperTicket,1/17/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Hermine Chris<br/>1 FULL FESTIVAL DFO Member
PaperTicket,1/17/2018,,170,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ian Chantal<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL DFO Member"
PaperTicket,1/17/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Julia Bret<br/>1 FULL FESTIVAL Senior
PaperTicket,1/17/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Karl Bonnie<br/>1 FULL FESTIVAL Senior
PaperTicket,1/17/2018,,170,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Lisa Bill<br/>2 FULL FESTIVAL Senior
PAY-XXX,1/17/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Martin Beryl<br/>1 FULL FESTIVAL Student
PAY-XXX,1/17/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nicole Bertha<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/17/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Owen Barry<br/>1 FULL FESTIVAL Student
PAY-XXX,1/17/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Paula Arthur<br/>1 FULL FESTIVAL Student
PAY-XXX,1/17/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Richard Arlene<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/17/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Shary Andrea<br/>1 FULL FESTIVAL Student
PAY-XXX,1/17/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Tobias Ana<br/>1 FULL FESTIVAL Student
PAY-XXX,1/17/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Virginie Alex<br/>1 FULL FESTIVAL Student
PAY-XXX,1/17/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Walter Alberto<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/17/2018,approved,68.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Arlene Alberto<br/>1 FULL FESTIVAL Teen
PAY-XXX,1/17/2018,created,0,,<strong>Incomplete or refunded transaction. $103.75</strong><br/><br/>1 FULL FESTIVAL Student
PAY-XXX,1/16/2018,approved,88.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Cindy Chris<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Don Debby<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Emily Ernesto<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,183.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Franklin Florence<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Student
PAY-XXX,1/16/2018,approved,88.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Gert Gordon<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/16/2018,approved,88.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Harvey Helene<br/>1 FULL FESTIVAL Student
PAY-XXX,1/16/2018,approved,65.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Irma Isaac<br/>1 ALL SATURDAY Adult
PAY-XXX,1/16/2018,approved,70.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Jose Joyce<br/>1 FRIDAY NIGHT Adult<br/>1 SATURDAY NIGHT Adult
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Katia Kirk<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,363.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Lee Leslie<br/>2 FULL FESTIVAL Adult<br/>2 FULL FESTIVAL Senior
PAY-XXX,1/16/2018,approved,53.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Maria Michael<br/>1 FULL FESTIVAL Teen
PAY-XXX,1/16/2018,approved,88.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nate Nadine<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/16/2018,approved,149.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ophelia Oscar<br/>1 ALL SUNDAY Teen<br/>1 ALL SUNDAY Child<br/>1 ALL SUNDAY DFO Member<br/>1 DFO Sponsor Membership Dues
PAY-XXX,1/16/2018,approved,42.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Philippe Patty<br/>1 SATURDAY DAY Adult
PAY-XXX,1/16/2018,approved,193.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Rina Rafael<br/>2 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,193.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Sean Sara<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Adult"
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Tammy Tony<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,88.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Vince Valerie<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/16/2018,approved,88.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Whitney William<br/>1 FULL FESTIVAL Student
PAY-XXX,1/16/2018,approved,53.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Alberto Andrea<br/>1 FULL FESTIVAL Teen
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Beryl Barry<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,33.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Chris Chantal<br/>1 FRIDAY NIGHT Teen<br/>1 ALL SUNDAY Teen
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Debby Dorian<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,193.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ernesto Erin<br/>2 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,173.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Florence Fernand<br/>2 FULL FESTIVAL Senior
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Gordon Gabrielle<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,193.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Helene Humberto<br/>2 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,26.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Isaac Imelda<br/>1 ALL SUNDAY Student
PAY-XXX,1/16/2018,approved,0,refunded,<strong>Incomplete or refunded transaction. $173.75</strong><br/>Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Joyce Jerry<br/>2 FULL FESTIVAL Senior
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Kirk Karen<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Leslie Lorenzo<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,26.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Michael Melissa<br/>1 ALL SUNDAY Student
PAY-XXX,1/16/2018,approved,173.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nadine Nestor<br/>2 FULL FESTIVAL Student
PAY-XXX,1/16/2018,approved,173.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Oscar Olga<br/>2 FULL FESTIVAL Senior
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Patty Pablo<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Rafael Rebekah<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,218.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Sara Sebastien<br/>2 FULL FESTIVAL DFO Member<br/>1 DFO Couple/Family Membership Dues
PAY-XXX,1/16/2018,approved,68.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Tony Tanya<br/>1 FRIDAY NIGHT Student<br/>1 ALL SATURDAY Student
PAY-XXX,1/16/2018,approved,173.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Valerie Van<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Senior"
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  William Wendy<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,111.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Andrea Arthur<br/>3 SATURDAY DAY Teen<br/>1 SATURDAY DAY Child<br/>1 DFO Couple/Family Membership Dues
PAY-XXX,1/16/2018,approved,193.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Barry Bertha<br/>2 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Chantal Cristobal<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,83.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Dorian Dolly<br/>1 FULL FESTIVAL Teen<br/>1 FRIDAY NIGHT Teen<br/>1 ALL SUNDAY Teen
PAY-XXX,1/16/2018,approved,65.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Erin Edouard<br/>1 ALL SATURDAY Adult
PAY-XXX,1/16/2018,approved,243.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Fernand Fay<br/>2 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Teen
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Gabrielle Gonzalo<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,88.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Humberto Hanna<br/>1 FULL FESTIVAL Student
PAY-XXX,1/16/2018,approved,68.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Imelda Isaias<br/>1 FRIDAY NIGHT Student<br/>1 ALL SATURDAY Student
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Jerry Josephine<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,failed,0,,"<strong>Incomplete or refunded transaction. $7,853.75</strong><br/>Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Karen Kyle<br/>85 FULL FESTIVAL DFO Member<br/>25 DFO Individual Membership Dues"
PAY-XXX,1/16/2018,approved,98.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Lorenzo Laura<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/16/2018,approved,88.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Melissa Marco<br/>1 FULL FESTIVAL Student
